Temporada,Jugador,Destino,RTG,SVD (€M),Costo Real (€M),Desviación %,Clasificación
2020,Marlon,Shakhtar D.,68.6,16.5,12.0,37.3,💎 Categoría B: Ineficiencia Explotada (Gema)
2020,Romain Perraud,Southampton,66.4,13.8,12.0,15.2,🔵 Negocio Favorable (Leve Gema)
2020,Boulaye Dia,Villarreal,50.6,3.0,12.0,-75.2,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2020,Roger Ibanez,Roma,77.9,38.6,11.8,227.0,💎 Categoría B: Ineficiencia Explotada (Gema)
2020,Luiz Araújo,Atlanta,58.2,5.1,11.5,-55.5,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2020,Jean Lucas,Monaco,65.3,9.4,11.0,-14.3,🟢 Categoría A: Tasación de Precisión
2020,Leonardo Balerdi,Marseille,63.7,8.8,11.0,-20.3,🟠 Ligero Sobreprecio
2020,Milot Rashica,Norwich,51.4,3.1,11.0,-71.7,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2020,Andy Delort,Nice,80.4,45.0,10.0,349.8,💎 Categoría B: Ineficiencia Explotada (Gema)
2020,Imran Louza,Watford,70.8,18.8,10.0,87.7,💎 Categoría B: Ineficiencia Explotada (Gema)
2020,Yoane Wissa,Brentford,58.6,6.9,10.0,-30.7,🟠 Ligero Sobreprecio
2020,Hannes Wolf,Mönchengladbach,49.8,2.3,9.5,-75.5,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Dušan Vlahović,Juventus,68.6,18.7,85.4,-78.1,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Aurélien Tchouaméni,Real Madrid,90.2,86.4,80.0,8.0,🟢 Categoría A: Tasación de Precisión
2021,Alexander Isak,Newcastle,46.6,1.9,77.5,-97.5,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Casemiro,Man Utd,90.2,96.9,70.7,37.1,💎 Categoría B: Ineficiencia Explotada (Gema)
2021,Matthijs de Ligt,Bayern Munich,65.0,13.4,67.0,-79.9,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Marc Cucurella,Chelsea,76.8,44.5,65.3,-31.9,🟠 Ligero Sobreprecio
2021,Erling Haaland,Man City,86.5,76.0,60.0,26.8,🔵 Negocio Favorable (Leve Gema)
2021,Allan,Man City,68.2,19.9,60.0,-66.9,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Raphinha,Barcelona,71.1,30.9,58.0,-46.8,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Richarlison,Tottenham,50.3,3.7,58.0,-93.7,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Raheem Sterling,Chelsea,84.3,77.3,56.2,37.5,💎 Categoría B: Ineficiencia Explotada (Gema)
2021,Ferrán Torres,Barcelona,46.4,1.7,55.0,-96.9,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Cristian Romero,Tottenham,72.0,25.6,53.8,-52.4,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Gabriel Jesus,Arsenal,77.3,44.1,52.2,-15.5,🟠 Ligero Sobreprecio
2021,Gleison Bremer,Juventus,63.8,12.4,51.3,-75.8,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Jules Koundé,Barcelona,72.2,25.6,50.0,-48.7,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Kalvin Phillips,Man City,77.0,37.6,49.0,-23.3,🟠 Ligero Sobreprecio
2021,Luis Díaz,Liverpool,80.4,34.1,49.0,-30.4,🟠 Ligero Sobreprecio
2021,Robert Lewandowski,Barcelona,68.5,21.5,45.0,-52.2,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Rober,Barcelona,56.0,5.1,45.0,-88.7,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Federico Chiesa,Juventus,67.3,10.2,44.6,-77.2,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Lucas Paquetá,West Ham,73.7,27.5,43.0,-35.9,🟠 Ligero Sobreprecio
2021,Bruno Guimarães,Newcastle,90.6,74.5,42.1,77.0,💎 Categoría B: Ineficiencia Explotada (Gema)
2021,Kalidou Koulibaly,Chelsea,67.2,15.9,41.9,-62.0,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Amadou Onana,Everton,68.3,13.1,39.9,-67.3,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Gianluca Scamacca,West Ham,62.1,10.8,38.6,-72.1,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Nuno Mendes,PSG,60.6,6.6,38.0,-82.7,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Sven Botman,Newcastle,68.9,15.4,37.0,-58.4,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Nayef Aguerd,West Ham,76.5,30.8,35.0,-11.9,🟢 Categoría A: Tasación de Precisión
2021,Oleksandr Zinchenko,Arsenal,68.3,16.5,35.0,-53.0,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Gonçalo Guedes,Wolves,69.6,22.6,32.6,-30.6,🟠 Ligero Sobreprecio
2021,Sadio Mané,Bayern Munich,73.6,37.4,32.0,17.0,🔵 Negocio Favorable (Leve Gema)
2021,Diego Carlos,Aston Villa,74.3,31.3,31.0,1.0,🟢 Categoría A: Tasación de Precisión
2021,Lucas Digne,Aston Villa,65.2,12.9,30.0,-56.9,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Chris Wood,Newcastle,29.4,0.1,30.0,-99.6,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Yves Bissouma,Tottenham,80.0,51.2,29.2,75.5,💎 Categoría B: Ineficiencia Explotada (Gema)
2021,Amine Gouiri,Stade Rennais,73.6,27.5,28.0,-1.8,🟢 Categoría A: Tasación de Precisión
2021,Joaquín Correa,Inter,67.0,14.4,27.3,-47.3,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,David Raum,Leipzig,81.1,51.6,26.0,98.5,💎 Categoría B: Ineficiencia Explotada (Gema)
2021,Nathan Collins,Wolves,51.1,3.2,24.3,-86.9,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Vitaliy Mykolenko,Everton,50.8,2.8,23.5,-88.1,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Cheick Doucouré,Crystal Palace,86.8,68.9,22.6,204.9,💎 Categoría B: Ineficiencia Explotada (Gema)
2021,Fabián Ruiz Peña,PSG,87.9,80.9,22.5,259.5,💎 Categoría B: Ineficiencia Explotada (Gema)
2021,Sofiane Diop,Nice,72.2,22.0,22.0,-0.2,🟢 Categoría A: Tasación de Precisión
2021,Merih Demiral,Atalanta,60.4,7.9,21.0,-62.6,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Maxwel Cornet,West Ham,50.8,3.5,20.7,-83.1,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Taiwo Awoniyi,Nott'm Forest,59.2,8.1,20.5,-60.3,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Nico Schlotterbeck,Dortmund,83.3,60.5,20.0,202.3,💎 Categoría B: Ineficiencia Explotada (Gema)
2021,Manuel Akanji,Man City,77.0,35.3,20.0,76.6,💎 Categoría B: Ineficiencia Explotada (Gema)
2021,Philippe Coutinho,Aston Villa,71.2,24.9,20.0,24.8,🔵 Negocio Favorable (Leve Gema)
2021,Nahuel Molina,Atlético,67.3,16.5,20.0,-17.5,🟠 Ligero Sobreprecio
2021,Timo Werner,Leipzig,43.9,1.4,20.0,-93.2,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Arnaud Kalimuendo,Stade Rennais,45.0,1.3,20.0,-93.3,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Hassane Kamara,Udinese,78.4,41.3,19.0,117.2,💎 Categoría B: Ineficiencia Explotada (Gema)
2021,Rodrigo Bentancur,Tottenham,76.1,28.7,19.0,50.8,💎 Categoría B: Ineficiencia Explotada (Gema)
2021,Arthur Theate,Stade Rennais,73.2,26.5,19.0,39.7,💎 Categoría B: Ineficiencia Explotada (Gema)
2021,Carlos Soler,PSG,57.1,6.8,18.0,-62.3,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Sasa Kalajdzic,Wolves,56.4,5.3,18.0,-70.7,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Pervis Estupiñán,Brighton,64.2,10.7,17.8,-39.7,🟠 Ligero Sobreprecio
2021,Issa Diop,Fulham,37.2,0.3,17.8,-98.3,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Matt Targett,Newcastle,67.4,16.2,17.5,-7.6,🟢 Categoría A: Tasación de Precisión
2021,Wout Weghorst,Burnley,43.6,1.2,17.5,-93.3,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Dwight McNeil,Everton,61.9,12.4,17.0,-27.0,🟠 Ligero Sobreprecio
2021,Tyler Adams,Leeds,65.3,11.8,17.0,-30.6,🟠 Ligero Sobreprecio
2021,Wout Faes,Leicester,60.1,7.8,17.0,-54.1,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Mathías Olivera,Napoli,69.3,20.2,16.5,22.2,🔵 Negocio Favorable (Leve Gema)
2021,Ademola Lookman,Atalanta,55.4,5.7,16.1,-64.8,🔴 Categoría C: Riesgo de Sobreprecio (Burbuja)
2021,Andre-Frank Zambo Anguissa,Napoli,76.6,33.4,16.0,108.9,💎 Categoría B: Ineficiencia Explotada (Gema)
